,id,original_title,tags,vote_average
65,155,The Dark Knight,batman raise the stake in his war on crime with the help of lt jim gordon and district attorney harvey dent batman set out to dismantle the remain criminal organization that plague the street the partnership prove to be effective but they soon find themselves prey to a reign of chaos unleash by a rise criminal mastermind know to the terrified citizen of gotham a the joker drama action crime thriller dc_comics crime_fighter secret_identity scarecrow sadism chaos gotham_city vigilante joker superhero based_on_comic_book tragic_hero organized_crime criminal_mastermind district_attorney imax super_villain super_powers batman christian_bale heath_ledger aaron_eckhart michael_caine maggie_gyllenhaal christopher_nolan,8.2
66,14160,Up,carl fredricksen spend his entire life dreaming of explore the globe and experience life to it full but at age 78 life seem to have pass him by until a twist of fate (and a persistent 8-year old wilderness explorer name russell) give him a new lease on life animation comedy family adventure age_difference central_and_south_america balloon animation floating_in_the_air duringcreditsstinger explore ed_asner christopher_plummer jordan_nagai bob_peterson delroy_lindo pete_docter,7.7
67,15512,Monsters vs Aliens,when susan murphy be unwittingly clobber by a meteor full of out space gunk on her wedding day she mysteriously grow to 49-feet-11-inches the military jump into action and capture susan secrete her away to a covert government compound she be rename ginormica and place in confinement with a ragtag group of monster animation family adventure science_fiction alien giant_robot duringcreditsstinger seth_rogen reese_witherspoon hugh_laurie paul_rudd kiefer_sutherland conrad_vernon,6.0
68,1726,Iron Man,after be hold captive in an afghan cave billionaire engineer tony stark create a unique weaponized suit of armor to fight evil action science_fiction adventure middle_east arms_dealer malibu marvel_comic superhero based_on_comic_book tony_stark iron_man aftercreditsstinger marvel_cinematic_universe counter_terrorism agent_coulson robert_downey_jr terrence_howard jeff_bridges shaun_toub gwyneth_paltrow jon_favreau,7.4
69,44826,Hugo,hugo be an orphan boy living in the wall of a train station in 1930s paris he learn to fix clock and other gadget from his father and uncle which he put to use keep the train station clock run the only thing that he have leave that connect him to his dead father be an automaton (mechanical man) that doesn't work without a special key which hugo need to find to unlock the secret he believe it contain on his adventure he meet with a shopkeeper george melies who work in the train station and his adventure-seeking god-daughter hugo find that they have a surprising connection to his father and the automaton and he discover it unlock some memory the old man have bury inside regard his past adventure drama family library clock film_director key toy boy love orphan robot automaton hide filmmaking leg_brace doberman 3d ben_kingsley sacha_baron_cohen asa_butterfield chloë_grace_moretz ray_winstone martin_scorsese,7.0
70,8487,Wild Wild West,legless southern inventor dr arliss loveless plan to rekindle the civil war by assassinate president u s grant only two men can stop him: gunfighter jam west and master-of-disguise and inventor artemus gordon the two must team up to thwart loveless' plan action adventure comedy science_fiction western steampunk based_on_tv_series steam_locomotive drag will_smith kevin_kline kenneth_branagh salma_hayek m _emmet_walsh barry_sonnenfeld,5.1
71,1735,The Mummy: Tomb of the Dragon Emperor,archaeologist rick o'connell travel to china pit him against an emperor from the 2 000-year-old han dynasty who's return from the dead to pursue a quest for world domination this time o'connell enlist the help of his wife and son to quash the so-called 'dragon emperor' and his abuse of supernatural power adventure action fantasy brendan_fraser jet_li john_hannah maria_bello luke_ford rob_cohen,5.2
72,297761,Suicide Squad,from dc comic come the suicide squad an antihero team of incarcerated supervillains who act a deniable asset for the united state government undertake high-risk black ops mission in exchange for commuted prison sentence action adventure crime fantasy science_fiction dc_comics shared_universe anti_hero secret_mission villain superhero supervillain dc_extended_universe will_smith margot_robbie joel_kinnaman viola_davis jared_leto david_ayer,5.9
73,2698,Evan Almighty,god contact congressman evan baxter and tell him to build an ark in preparation for a great flood fantasy comedy family father_son_relationship daily_life married_couple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah's_ark steve_carell lauren_graham john_goodman jimmy_bennett john_michael_higgins tom_shadyac,5.3
74,137113,Edge of Tomorrow,major bill cage be an officer who have never see a day of combat when he be unceremoniously demote and drop into combat cage be kill within minute manage to take an alpha alien down with him he awaken back at the beginning of the same day and be force to fight and die again and again - a physical contact with the alien have throw him into a time loop action science_fiction deja_vu time_warp restart dystopia war alien military_officer soldier alien_invasion exoskeleton tom_cruise emily_blunt brendan_gleeson bill_paxton jonas_armstrong doug_liman,7.6
75,9804,Waterworld,in a futuristic world where the polar ice cap have melt and make earth a liquid planet a beautiful barmaid rescue a mutant seafarer from a float island prison they escape along with her young charge enola and sail off aboard his ship but the trio soon become the target of a menacing pirate who covet the map to 'dryland' – which be tattoo on enola's back adventure action ocean tattoo mutant water dystopia doomsday kevin_costner chaim_girafi rick_aviles r _d _call zitto_kazann kevin_reynolds,5.9
76,14869,G.I. Joe: The Rise of Cobra,from the egyptian desert to deep below the polar ice cap the elite g i joe team use the late in next-generation spy and military equipment to fight the corrupt arm dealer destro and the grow threat of the mysterious cobra organization to prevent them from plunge the world into chaos adventure action thriller science_fiction terrorist secret hostage technology warhead government president revenge murder attack explosion scientist laser evil cobra dennis_quaid channing_tatum marlon_wayans sienna_miller joseph_gordon-levitt stephen_sommers,5.6
77,150540,Inside Out,grow up can be a bumpy road and it's no exception for riley who be uprooted from her midwest life when her father start a new job in san francisco like all of u riley be guide by her emotion - joy fear anger disgust and sadness the emotion live in headquarters the control center inside riley's mind where they help advise her through everyday life a riley and her emotion struggle to adjust to a new life in san francisco turmoil ensues in headquarters although joy riley's main and most important emotion try to keep thing positive the emotion conflict on how best to navigate a new city house and school drama comedy animation family dream cartoon imaginary_friend animation family move kid unicorn duringcreditsstinger 3d emotion amy_poehler phyllis_smith richard_kind bill_hader lewis_black pete_docter,8.0
